,value,metric,type
0,0.12813320194082456,fde,best_of
1,0.2813420804527451,fde,best_of
2,0.7769510248655427,fde,best_of
3,0.13828393755748972,fde,best_of
4,1.0672371135970595,fde,best_of
5,0.0781439192590413,fde,best_of
6,0.9516537038014145,fde,best_of
7,0.15669388398464837,fde,best_of
8,0.2603447060852251,fde,best_of
9,0.1674441131295426,fde,best_of
10,0.1786652660386318,fde,best_of
11,0.2874775302139124,fde,best_of
12,0.0667436133799363,fde,best_of
13,0.16509125972866562,fde,best_of
14,0.04653803940073639,fde,best_of
15,0.09969737755724517,fde,best_of
16,0.1404238098893347,fde,best_of
17,0.08219884275281768,fde,best_of
18,0.2819976869968892,fde,best_of
19,0.20433689022572346,fde,best_of
20,0.2663403995655269,fde,best_of
21,0.33752804570423517,fde,best_of
22,0.4886098842753435,fde,best_of
23,0.045343667893199976,fde,best_of
24,0.1820013603250756,fde,best_of
25,0.15292298882476557,fde,best_of
26,0.2001678791752598,fde,best_of
27,0.10918261628887564,fde,best_of
28,0.12738750768241433,fde,best_of
29,0.3292436567175718,fde,best_of
30,0.27518388873580135,fde,best_of
31,0.10039835182368279,fde,best_of
32,0.0597576995848186,fde,best_of
33,0.23401162956661312,fde,best_of
34,0.42660207564133534,fde,best_of
35,0.2605225850304366,fde,best_of
36,0.3391443690791171,fde,best_of
37,0.3208340200834137,fde,best_of
38,0.3045307774352624,fde,best_of
39,0.18850897590153393,fde,best_of
40,0.245743980685025,fde,best_of
41,0.2202936358130584,fde,best_of
42,0.22803248079075117,fde,best_of
43,0.17264646820364812,fde,best_of
44,0.2197502502278297,fde,best_of
45,0.19960154576999478,fde,best_of
46,0.33688998379228435,fde,best_of
47,1.458153718360109,fde,best_of
48,0.6880228974691357,fde,best_of
49,0.14674200157506193,fde,best_of
50,1.8477899230103918,fde,best_of
51,0.07149191578493887,fde,best_of
52,0.1980942422244844,fde,best_of
53,1.5377561328793947,fde,best_of
54,0.09959322899653254,fde,best_of
55,0.16950363994524636,fde,best_of
56,0.3174646537173474,fde,best_of
57,2.061446952483617,fde,best_of
58,0.2304182526340639,fde,best_of
59,0.1373130218168015,fde,best_of
60,0.18692009118790667,fde,best_of
61,2.879070721421601,fde,best_of
62,0.3258321594598221,fde,best_of
63,0.08708873801993343,fde,best_of
64,0.03207480919989779,fde,best_of
65,1.9617931271150608,fde,best_of
66,0.2584184260953096,fde,best_of
67,0.07688130760727718,fde,best_of
68,0.3367175511110135,fde,best_of
69,0.09891654461452228,fde,best_of
70,1.9050507728203325,fde,best_of
71,0.18092856800360224,fde,best_of
72,0.18360938721298048,fde,best_of
73,0.2587129772511512,fde,best_of
74,0.19920866694103684,fde,best_of
75,3.600155305680168,fde,best_of
76,0.21742869694028216,fde,best_of
77,0.028676137879631067,fde,best_of
78,0.5360832853038198,fde,best_of
79,0.2751126987927616,fde,best_of
80,0.3370353380459991,fde,best_of
81,0.22262090904047854,fde,best_of
82,3.5606506481193096,fde,best_of
83,0.10839808267484918,fde,best_of
84,0.3064924096243742,fde,best_of
85,0.48035565999756613,fde,best_of
86,0.4371242511697717,fde,best_of
87,0.28963716326335154,fde,best_of
88,0.31144518420384865,fde,best_of
89,2.7192985494816777,fde,best_of
90,0.21768978361525573,fde,best_of
91,0.10502529312188943,fde,best_of
92,0.4593470272747993,fde,best_of
93,0.822805314039102,fde,best_of
94,0.06224277619698979,fde,best_of
95,0.12443412594283194,fde,best_of
96,2.750794704239882,fde,best_of
97,0.21378528161423088,fde,best_of
98,0.24175012321958597,fde,best_of
99,0.5655425023678728,fde,best_of
100,0.8137906331267122,fde,best_of
101,0.21001465863689625,fde,best_of
102,0.25069185993226784,fde,best_of
103,1.446661107667992,fde,best_of
104,0.3432509544431103,fde,best_of
105,0.09840826407155309,fde,best_of
106,0.5357185972493106,fde,best_of
107,0.09945256401477043,fde,best_of
108,0.34854674991146767,fde,best_of
109,0.9130728592982443,fde,best_of
110,0.24957862963734412,fde,best_of
111,0.347290743538826,fde,best_of
112,0.19623274486659034,fde,best_of
113,0.187181044888916,fde,best_of
114,0.42647457975429537,fde,best_of
115,0.22373345831253294,fde,best_of
116,0.2886657800227112,fde,best_of
117,0.1617200821294181,fde,best_of
118,0.17675890041959577,fde,best_of
119,0.3196358272173166,fde,best_of
120,0.6315137625619107,fde,best_of
121,0.539265492619983,fde,best_of
122,0.03958919328502382,fde,best_of
123,0.1292308581456365,fde,best_of
124,0.10787671449564243,fde,best_of
125,0.3879679963399146,fde,best_of
126,0.6807496321115102,fde,best_of
127,0.9270512428320146,fde,best_of
128,0.19694706916724494,fde,best_of
129,0.11765315753334858,fde,best_of
130,0.5920117175515297,fde,best_of
131,0.18854423483361035,fde,best_of
132,0.30221764530204226,fde,best_of
133,0.21252404612729428,fde,best_of
134,0.20390123190113207,fde,best_of
135,0.652045530737741,fde,best_of
136,0.23000457232657814,fde,best_of
137,0.6306984867115937,fde,best_of
138,0.4418428360049454,fde,best_of
139,0.19679256013781266,fde,best_of
140,0.5385846956640624,fde,best_of
141,0.21295505369611098,fde,best_of
142,0.35763217892831684,fde,best_of
143,0.5094121578980515,fde,best_of
144,0.23966841594788785,fde,best_of
145,0.4162933424681342,fde,best_of
146,0.35466653217364136,fde,best_of
147,0.24438302430878575,fde,best_of
148,0.2535804996263511,fde,best_of
149,0.2109141337190246,fde,best_of
150,0.4749325137224302,fde,best_of
151,0.20004374001711536,fde,best_of
152,0.5156334994846898,fde,best_of
153,0.1454706098181991,fde,best_of
154,0.32188436248637897,fde,best_of
155,0.20494657740478536,fde,best_of
156,0.04447627527553342,fde,best_of
157,0.17413895380127917,fde,best_of
158,0.17337136153626226,fde,best_of
159,0.13996090658671273,fde,best_of
160,0.2667683462264483,fde,best_of
161,0.10311801837711064,fde,best_of
162,0.1249794857650888,fde,best_of
163,0.06426588292581871,fde,best_of
164,0.09630028921227118,fde,best_of
165,0.5627303100259976,fde,best_of
166,0.32249746608328267,fde,best_of
167,0.28940712514730277,fde,best_of
168,0.19172457145947985,fde,best_of
169,0.3674284314634269,fde,best_of
170,0.20355502594556618,fde,best_of
171,0.09311092810543317,fde,best_of
172,0.2614447748875464,fde,best_of
173,0.2807572036657538,fde,best_of
174,0.03883660960301307,fde,best_of
175,0.2905134156790118,fde,best_of
176,0.17766372073845677,fde,best_of
177,0.3605828300111336,fde,best_of
178,0.11695309291279704,fde,best_of
179,0.26491400141055854,fde,best_of
180,0.35705983445242556,fde,best_of
181,0.28497140088227846,fde,best_of
182,0.07654250190797963,fde,best_of
183,0.1396127911457661,fde,best_of
184,0.25660473023607744,fde,best_of
185,0.16348944039978125,fde,best_of
186,0.10316364740369414,fde,best_of
187,0.20691057472520114,fde,best_of
188,0.1302268260179445,fde,best_of
189,0.21477360364673723,fde,best_of
190,0.177451672413847,fde,best_of
191,0.2227378165767841,fde,best_of
192,0.1853703267801334,fde,best_of
193,0.10096988279103912,fde,best_of
194,0.044026827459616814,fde,best_of
195,0.2240975920697623,fde,best_of
196,0.11844523855765057,fde,best_of
197,0.3571891629670635,fde,best_of
198,0.11035029709741187,fde,best_of
199,0.3220850103201662,fde,best_of
200,0.22713670163565938,fde,best_of
201,0.31876346233142616,fde,best_of
202,0.2689603853863466,fde,best_of
203,0.17900595142287273,fde,best_of
204,0.2601460567433504,fde,best_of
205,0.12075258419448218,fde,best_of
206,0.12530300024588098,fde,best_of
207,0.42548251283146826,fde,best_of
208,0.040586778600570084,fde,best_of
209,0.46462477056671053,fde,best_of
210,0.5436555854121246,fde,best_of
211,0.1856388640786436,fde,best_of
212,0.3350667952822411,fde,best_of
213,0.3850246548385031,fde,best_of
214,0.24156711931833932,fde,best_of
215,0.3266058628757983,fde,best_of
216,1.8578251151700227,fde,best_of
217,0.14609645058977097,fde,best_of
218,0.37516806515675444,fde,best_of
219,0.42409895120701724,fde,best_of
220,0.19688189626066446,fde,best_of
221,0.3353981239181149,fde,best_of
222,0.4422127330382612,fde,best_of
223,0.31192786822634133,fde,best_of
224,0.39894562537102707,fde,best_of
225,0.39263401943306275,fde,best_of
226,0.7855847168194089,fde,best_of
227,0.14377051907981356,fde,best_of
228,0.4303821744941812,fde,best_of
229,0.21926009601219873,fde,best_of
230,0.5129795500104707,fde,best_of
231,0.4013689916599519,fde,best_of
232,0.6298246934724271,fde,best_of
233,0.28358252495344083,fde,best_of
234,0.0777165186267907,fde,best_of
235,0.0734817961912861,fde,best_of
236,0.16572941600291022,fde,best_of
237,0.11534853077630063,fde,best_of
238,0.1477976263204899,fde,best_of
239,0.4205013302733171,fde,best_of
240,0.6954212987672034,fde,best_of
241,0.1509105190461743,fde,best_of
242,0.021070855204136808,fde,best_of
243,1.3946652058632545,fde,best_of
244,0.8387676550700366,fde,best_of
245,1.290670555613678,fde,best_of
246,0.9591588897037734,fde,best_of
247,0.9634256863209377,fde,best_of
248,0.6688854220954932,fde,best_of
249,2.220336971920019,fde,best_of
250,1.7528992636541336,fde,best_of
251,0.1592386948183759,fde,best_of
252,0.016750180085465055,fde,best_of
253,2.0445915498628158,fde,best_of
254,0.16740479313513237,fde,best_of
255,0.217795424964325,fde,best_of
256,1.6258146408393646,fde,best_of
257,2.146192789084574,fde,best_of
258,0.26648835264102116,fde,best_of
259,0.18334473110510788,fde,best_of
260,1.850912931404557,fde,best_of
261,0.2903790268443272,fde,best_of
262,0.1494650503110603,fde,best_of
263,0.1798319472752259,fde,best_of
264,2.3966520436040595,fde,best_of
265,0.36834047919727636,fde,best_of
266,0.2175358237357927,fde,best_of
267,3.254898244497968,fde,best_of
268,0.16122789235618948,fde,best_of
269,0.14983562476374562,fde,best_of
270,0.3000274895895118,fde,best_of
271,0.3833528462395272,fde,best_of
272,0.24784334873099373,fde,best_of
273,1.6110509641884516,fde,best_of
274,0.2278177176514876,fde,best_of
275,0.20514840508583787,fde,best_of
276,2.5217106296167002,fde,best_of
277,0.3001811142675735,fde,best_of
278,0.4060769492217877,fde,best_of
279,0.27247573647010587,fde,best_of
280,0.4045288076861035,fde,best_of
281,0.3243179909981504,fde,best_of
282,1.5225479343268349,fde,best_of
283,0.2578498471466525,fde,best_of
284,0.4313764037291634,fde,best_of
285,1.5266905451761097,fde,best_of
286,0.23537319955485111,fde,best_of
287,0.1974190777688685,fde,best_of
288,0.3344805133332749,fde,best_of
289,0.40265030821877495,fde,best_of
290,0.7610214119202053,fde,best_of
291,2.0317672617008022,fde,best_of
292,0.12873774127316379,fde,best_of
293,0.287657577959835,fde,best_of
294,1.2527779447543312,fde,best_of
295,0.2312373081680079,fde,best_of
296,0.3940929735284538,fde,best_of
297,0.24998795133926854,fde,best_of
298,0.5338863304890923,fde,best_of
299,0.05856404654894629,fde,best_of
300,1.9185883808114688,fde,best_of
301,0.08325994342676128,fde,best_of
302,0.20312033082831937,fde,best_of
303,0.5786713973025074,fde,best_of
304,0.11455736663526646,fde,best_of
305,0.8060352597118542,fde,best_of
306,0.4096689910650766,fde,best_of
307,0.4703820730964483,fde,best_of
308,0.5664188101697254,fde,best_of
309,1.33145318838386,fde,best_of
310,0.36577342531494444,fde,best_of
311,0.22026532806899865,fde,best_of
312,0.49377524718005067,fde,best_of
313,0.3103928794254717,fde,best_of
314,0.3041291026963435,fde,best_of
315,0.14929541969678292,fde,best_of
316,0.7142795104157835,fde,best_of
317,0.11810082513104701,fde,best_of
318,0.7433973086208391,fde,best_of
319,0.23073858277584575,fde,best_of
320,0.07610700089928486,fde,best_of
321,0.2076481643584029,fde,best_of
322,0.13449087863164347,fde,best_of
323,0.3443169406821797,fde,best_of
324,0.1374858245666874,fde,best_of
325,0.5398504189795891,fde,best_of
326,0.49089801253057613,fde,best_of
327,0.23839297092570605,fde,best_of
328,0.05952671892225888,fde,best_of
329,0.23984246187530095,fde,best_of
330,0.3161608789406258,fde,best_of
331,0.15277758199955743,fde,best_of
332,0.08922077316036038,fde,best_of
333,0.18556575091782207,fde,best_of
334,0.12030548777475998,fde,best_of
335,0.351186979035425,fde,best_of
336,0.060038265319115,fde,best_of
337,0.3496729389416109,fde,best_of
338,0.23008599367595844,fde,best_of
339,1.0538457734635174,fde,best_of
340,0.5897976042912192,fde,best_of
341,0.04251854001487031,fde,best_of
342,0.23328456843048015,fde,best_of
343,0.5585171752898495,fde,best_of
344,0.13566611647204785,fde,best_of
345,0.6215400137968294,fde,best_of
346,0.054981035982318946,fde,best_of
347,0.11296531362308748,fde,best_of
348,0.27928640270446425,fde,best_of
349,0.1832928746871157,fde,best_of
350,0.6885714154222885,fde,best_of
351,0.8231404179009776,fde,best_of
352,0.09723106970860611,fde,best_of
353,0.13643439973388247,fde,best_of
354,0.10488972338267771,fde,best_of
355,0.4242102109296271,fde,best_of
356,0.09084027669073277,fde,best_of
357,0.21796359089449555,fde,best_of
358,0.33103679764719784,fde,best_of
359,0.1881691340755311,fde,best_of
360,0.10399065096693366,fde,best_of
361,0.26194755060105407,fde,best_of
362,0.6464013066332861,fde,best_of
363,0.16797575888767194,fde,best_of
364,0.25749593379283214,fde,best_of
365,0.23796071407386535,fde,best_of
366,0.21732104579331857,fde,best_of
367,0.06262938640238791,fde,best_of
368,0.3237812967174108,fde,best_of
369,0.12498853710028202,fde,best_of
370,0.24654092994276602,fde,best_of
371,0.23758909176518844,fde,best_of
372,0.32910978611734854,fde,best_of
373,0.07363912295221907,fde,best_of
374,0.6414402641948315,fde,best_of
375,0.12534971942010698,fde,best_of
376,0.19907324302840704,fde,best_of
377,0.12260483303017519,fde,best_of
378,0.515848422812879,fde,best_of
379,0.3077235185457052,fde,best_of
380,0.22394723853682985,fde,best_of
381,0.06603277322657004,fde,best_of
382,0.035952532347604094,fde,best_of
383,0.34784213355516147,fde,best_of
384,0.3332483438350579,fde,best_of
385,0.20538186457072347,fde,best_of
386,0.48542502774857116,fde,best_of
387,0.07891203868363451,fde,best_of
388,0.19549060623634434,fde,best_of
389,0.43865863681725803,fde,best_of
390,0.20621033413583953,fde,best_of
391,0.295276523023377,fde,best_of
392,0.16874767497391088,fde,best_of
393,0.17938162402203056,fde,best_of
394,0.15580628890718495,fde,best_of
395,0.5171321245790316,fde,best_of
396,0.2117873838094282,fde,best_of
397,0.13836387875802653,fde,best_of
398,0.18147202723026035,fde,best_of
399,0.6979789149420712,fde,best_of
400,0.28157473473034933,fde,best_of
401,0.47335844682376926,fde,best_of
402,0.08177518578235292,fde,best_of
403,0.3355936188889279,fde,best_of
404,0.14106318585620906,fde,best_of
405,0.33028949289251835,fde,best_of
406,0.5694342005781127,fde,best_of
407,0.4321465455198133,fde,best_of
408,0.8962064849160561,fde,best_of
409,0.3120545965054153,fde,best_of
410,0.2980993313117595,fde,best_of
411,0.5155486112245707,fde,best_of
412,0.10405664541870505,fde,best_of
413,0.41360986764282337,fde,best_of
414,0.5784014230284589,fde,best_of
415,0.17793931365848267,fde,best_of
416,0.1493809849418572,fde,best_of
417,1.0121875590885065,fde,best_of
418,0.28192382646853964,fde,best_of
419,2.22863709317176,fde,best_of
420,0.5762815567462329,fde,best_of
421,1.3205946656146845,fde,best_of
422,0.3327549269402039,fde,best_of
423,0.08915563817796962,fde,best_of
424,1.8565674037312072,fde,best_of
425,0.2873107274254585,fde,best_of
426,0.10211721343060508,fde,best_of
427,0.22394607683061357,fde,best_of
428,1.8016056906970468,fde,best_of
429,0.09206258760673157,fde,best_of
430,0.1869699956955385,fde,best_of
431,0.11459816849095238,fde,best_of
432,0.9714841394416666,fde,best_of
433,0.0127596990168979,fde,best_of
434,0.02993027296601249,fde,best_of
435,0.1298878670454813,fde,best_of
436,0.3691344778445192,fde,best_of
437,0.14182519288907722,fde,best_of
438,0.17075720116666337,fde,best_of
439,0.05480378074583137,fde,best_of
440,0.26117186354249383,fde,best_of
441,0.10609769767578009,fde,best_of
442,0.16713378500412907,fde,best_of
443,0.34567250526932003,fde,best_of
444,0.10698230108917788,fde,best_of
445,0.17459086318200626,fde,best_of
446,0.1645025767420993,fde,best_of
447,0.27777080829870543,fde,best_of
448,0.2546977965507789,fde,best_of
449,0.4117988972429444,fde,best_of
450,0.18315389351175942,fde,best_of
451,0.24891966542127558,fde,best_of
452,0.20952343135938814,fde,best_of
453,0.7585254101117724,fde,best_of
454,0.27325261416980584,fde,best_of
455,0.1750088683227759,fde,best_of
456,0.10954330198727688,fde,best_of
457,0.10355970915809787,fde,best_of
458,0.6063759169603126,fde,best_of
459,0.05089006543378887,fde,best_of
460,0.17149568885067412,fde,best_of
461,0.18471387808868528,fde,best_of
462,0.11450734157372289,fde,best_of
463,0.026259431278874684,fde,best_of
464,0.30852124043832807,fde,best_of
465,0.14805317820827962,fde,best_of
466,0.3031096082847578,fde,best_of
