,value,metric,type
0,-1.6721781959652435,kde,best_of
1,-0.557770799648259,kde,best_of
2,-1.8977697527747175,kde,best_of
3,-1.721566676697972,kde,best_of
4,-1.314534380959529,kde,best_of
5,-1.355070162780216,kde,best_of
6,-1.1266440245507128,kde,best_of
7,-1.3024819797828968,kde,best_of
8,-1.584399430581743,kde,best_of
9,-0.21011886727879803,kde,best_of
10,-0.7179681153119563,kde,best_of
11,-0.34426252604400326,kde,best_of
12,-0.11875164282285838,kde,best_of
13,-1.393091620881612,kde,best_of
14,-0.7601714253053026,kde,best_of
15,-1.2297499265221972,kde,best_of
16,-1.3588558047271784,kde,best_of
17,-1.344164454717814,kde,best_of
18,-2.826685101315532,kde,best_of
19,0.5066191522712817,kde,best_of
20,0.6968292670631147,kde,best_of
21,-0.8487926113161446,kde,best_of
22,8.475673016732173,kde,best_of
23,-1.1124475192931946,kde,best_of
24,-1.329340755986627,kde,best_of
25,-0.20658182182063176,kde,best_of
26,-0.8468351766849308,kde,best_of
27,-1.0486195307633317,kde,best_of
28,-1.8177290580180436,kde,best_of
29,-1.0809489656894464,kde,best_of
30,-2.4489655577623135,kde,best_of
31,-1.1884527813941679,kde,best_of
32,0.40726278966267926,kde,best_of
33,8.589841688342213,kde,best_of
34,-0.2662402504368019,kde,best_of
35,-0.11042828547044153,kde,best_of
36,-1.74049476783936,kde,best_of
37,-1.367177073044019,kde,best_of
38,-0.9461520534382359,kde,best_of
39,2.3796763168890784,kde,best_of
40,-1.4124714944719174,kde,best_of
41,-1.5414384697949066,kde,best_of
42,-1.103557731975506,kde,best_of
43,-1.0131146031449072,kde,best_of
44,0.5579233139269895,kde,best_of
45,-0.7048968372375504,kde,best_of
46,0.5305583216254184,kde,best_of
47,1.684768003366421,kde,best_of
48,-0.02706084287823743,kde,best_of
49,0.10755754417195001,kde,best_of
50,-1.4301779394282295,kde,best_of
51,0.42170552781761317,kde,best_of
52,-0.4174388646722358,kde,best_of
53,-1.5657384052944008,kde,best_of
54,0.7019128160734196,kde,best_of
55,0.27554498880323053,kde,best_of
56,0.18498704764441318,kde,best_of
57,-2.019240923794501,kde,best_of
58,1.7404401690916562,kde,best_of
59,-1.572674273096055,kde,best_of
60,-2.169847872727348,kde,best_of
61,-1.3568539193878486,kde,best_of
62,-0.8921070904731045,kde,best_of
63,-0.5049481343645302,kde,best_of
64,-1.1527984903936956,kde,best_of
65,-1.2857571897183244,kde,best_of
66,-0.29360984013596414,kde,best_of
67,-0.531968570921418,kde,best_of
68,0.49630638901131596,kde,best_of
69,0.021596309310392747,kde,best_of
70,-0.16211151399008752,kde,best_of
71,-1.4347636214748436,kde,best_of
72,-1.2205360729546955,kde,best_of
73,-3.088577608324509,kde,best_of
74,-0.16161631456274358,kde,best_of
75,0.016971363848095777,kde,best_of
76,-0.5029820245356392,kde,best_of
77,0.5422354401574793,kde,best_of
78,-1.2393562410934889,kde,best_of
79,0.1893816484488064,kde,best_of
80,-1.5108610453355873,kde,best_of
81,-0.5507777513728261,kde,best_of
82,-2.2198044921888145,kde,best_of
83,-0.8651606034543942,kde,best_of
84,-1.3814580254278583,kde,best_of
85,-0.675564324600702,kde,best_of
86,0.9795535551338688,kde,best_of
87,2.3277602407171196,kde,best_of
88,-0.7361464499954764,kde,best_of
89,-1.1964495224754332,kde,best_of
90,-1.068627709463526,kde,best_of
91,-0.20277398703451455,kde,best_of
92,-1.4858898184204001,kde,best_of
93,-2.1444519955340393,kde,best_of
94,-0.7858138138716557,kde,best_of
95,-1.5438840567017056,kde,best_of
96,0.33516698282656626,kde,best_of
97,-0.7680727317202428,kde,best_of
98,1.570132212968948,kde,best_of
99,1.9317674536703933,kde,best_of
100,0.5441566488135889,kde,best_of
101,1.4326401943057414,kde,best_of
