,value,metric,type
0,0.8225770417782726,ade,ml
1,0.6487950702363597,ade,ml
2,0.6504750742851612,ade,ml
3,2.018742680268947,ade,ml
4,0.8536073086207892,ade,ml
5,0.14309025742672546,ade,ml
6,0.2026116355717897,ade,ml
7,0.26115208038856635,ade,ml
8,0.010086240480656702,ade,ml
9,0.200032644491988,ade,ml
10,0.07240055285266443,ade,ml
11,0.011960609070359132,ade,ml
12,0.23614241836253982,ade,ml
13,0.0894445067928679,ade,ml
14,0.01311305081552442,ade,ml
15,0.2742902264673756,ade,ml
16,0.1195975877173427,ade,ml
17,0.015502056072982598,ade,ml
18,0.30909348898513955,ade,ml
19,0.23330641951835815,ade,ml
20,0.01819888973718628,ade,ml
21,0.3434928189649494,ade,ml
22,0.5426703327209782,ade,ml
23,0.02093390315649983,ade,ml
24,0.37489180186261417,ade,ml
25,0.4106406265527705,ade,ml
26,0.024409146732066136,ade,ml
27,0.4084186249430866,ade,ml
28,0.23376681607110641,ade,ml
29,0.02763890846264774,ade,ml
30,0.9745941827544926,ade,ml
31,0.17244077299686264,ade,ml
32,0.033256881411548096,ade,ml
33,1.0071668098566404,ade,ml
34,0.3049336663640695,ade,ml
35,0.0353013377224761,ade,ml
36,1.3015542379744203,ade,ml
37,0.48311280645775206,ade,ml
38,0.037390806601035366,ade,ml
39,0.9667046752578591,ade,ml
40,0.36558886496725274,ade,ml
41,0.044434834021956617,ade,ml
42,0.40768597941826173,ade,ml
43,0.4713928556587849,ade,ml
44,0.03546864667744343,ade,ml
45,0.9404056362140482,ade,ml
46,0.09147177173652467,ade,ml
47,0.5894891849804904,ade,ml
48,0.10930693582579758,ade,ml
49,0.6887072112482974,ade,ml
50,0.08377100219094537,ade,ml
51,0.3416229604469702,ade,ml
52,0.02698428063292523,ade,ml
53,0.6830522599614097,ade,ml
54,0.03335686727717341,ade,ml
55,1.3709427802692742,ade,ml
56,0.03202554388379757,ade,ml
57,0.5090987363345816,ade,ml
58,0.04604181644879594,ade,ml
59,0.1882054970860061,ade,ml
60,1.079204882220543,ade,ml
61,0.555955012238548,ade,ml
62,0.7241112449101091,ade,ml
63,2.2634165142486276,ade,ml
64,0.9861363780297879,ade,ml
65,0.4431223175052879,ade,ml
66,0.5201754627388236,ade,ml
67,0.898157681222106,ade,ml
68,0.9827912918441087,ade,ml
69,0.6034527389112828,ade,ml
70,1.4040437431691764,ade,ml
71,1.551353757417454,ade,ml
72,1.5534830230234038,ade,ml
73,0.8545330994348106,ade,ml
74,0.5057529554675168,ade,ml
75,0.5938347432724181,ade,ml
76,0.8002671423694316,ade,ml
77,0.8723307350017148,ade,ml
78,0.9338772928249855,ade,ml
79,0.15055380990297804,ade,ml
80,0.6653438509273907,ade,ml
